uuid,Void/Retire,Fully specified name:en,Description:en,Data class,Data type,Answers,Members,Same as mappings,Short name:en,Fully specified name:es,Short name:es,Fully specified name:fr,Short name:fr,Fully specified name:ht,Short name:ht,Absolute high,Critical high,Normal high,Absolue low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
160643AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Allergen,,Question,Coded,,,CIEL:160643;SNOMED-CT:90260006,,,,,,,,,,,,,,,,,
1438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Weeks of current gestation,Current gestation in number of weeks,Finding,Numeric,,,AMPATH:1279;AMPATH:1775;CIEL:1438;LOINC:11884-4;PIH:1279;SNOMED-MVP:14381000105006,gestational age wks,,,Semaine de la gestation actuelle,,laj groses en semen,,,,,,,,wks,,0,
e2de77ee-6970-416e-a027-68b29c1e79fd,,Final COVID-19 test result date,This is the date the final COVID-19 test result PCR/Rapid was done,Question,Date,,,OCT:Final COVID-19testDate,,,,,,,,,,,,,,,,,
157544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lower abdominal pain,,Diagnosis,N/A,,,CIEL:157544;ICD-10-WHO:R10.3;IMO-ProblemIT:711325;SNOMED-CT:54586004,,,,Douleurs abdominales basses,,DoulÃÂ¨ anba vant,,,,,,,,,,,
153872AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,female genital ulcer disease,,Diagnosis,N/A,,,CIEL:153872;IMO-ProblemIT:699881;SNOMED-CT:95595008,,ÃÂºlceras de los ÃÂ³rganos genitales femeninos,,,,,,,,,,,,,,,
123861AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ulcers of Male Genital Organs,,Diagnosis,N/A,,,CIEL:123861;SNOMED-CT:95589007,,,,,,,,,,,,,,,,,
c795654c-bcd8-4074-9fc7-e5f762e58f36,,Urethral Discharge,,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
c1ec84ed-f9df-4ea1-b58b-2381457c3848,,Sample rejected,Cancelled order because sample was rejected,Question,N/A,,,OCT:SampleRejected,,,,,,,,,,,,,,,,,
786a82a4-5b26-4d70-be0d-9931b6f47e96,,Old order,Cancelling an old order that was not fulfilled,Question,N/A,,,OCT:OldOrder,,,,,,,,,,,,,,,,,
05ec039d-2bcb-47e5-8165-65411295fc32,,Cancellation Date,Date order cancelled,Question,Date,,,OCT:CancellationDate,,,,,,,,,,,,,,,,,
bc10dec2-6c39-494b-8db1-b18ce75a21ba,,No sample collected,Order cancelled because  No sample collected,Question,N/A,,,OCT:NoSample,,,,,,,,,,,,,,,,,
a9357eb8-cb73-495d-9648-8d44ec3d4af7,,No longer required,Reason the order was cancelled is because it is longer required,Question,N/A,,,OCT:NotRequired,,,,,,,,,,,,,,,,,
c4384456-087d-47a7-b093-3474d96fbe38,,Improperly ordered,Reason for cancelling an order was because it was Improperly ordered,Question,N/A,,,OCT:ImproperlyOrdered,,,,,,,,,,,,,,,,,
c566ca6e-1dc1-40b2-a309-f4bde03df748,,Duplicate order,Reason for cancelling an order was because if was duplicated,Question,N/A,,,OCT:DuplicateOrder,,,,,,,,,,,,,,,,,
d14c5b19-fc21-4fb7-86f1-502d401fd887,,Lab test performed,Was an ordered lab test performed,Question,Boolean,,,OCT:LabTestDone,,,,,,,,,,,,,,,,,
6681366c-2174-489a-b951-13a1404935bf,,Status of Lab Order,,Question,Coded,,,OCT:LabOrderStatus,,,,,,,,,,,,,,,,,
165568AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Specimen not labeled,,Misc,N/A,,,CIEL:165568,,,,SpÃÂ©cimen non ÃÂ©tiquetÃÂ©,,,,,,,,,,,,,
165246AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Wrong entry,,Misc,N/A,,,CIEL:165246,,,,,,,,,,,,,,,,,
14628774-2647-436c-b8f3-d42c6dc305ce,,Cancellation Reason,Order Cancellation Reason,Question,Coded,Duplicate order;Improperly ordered;No longer required;No sample collected;Old order;Sample rejected;Wrong entry,,OCT:OrderCancellationReason,,,,,,,,,,,,,,,,,
165183AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Supplies not available,,Misc,N/A,,,CIEL:165183;SNOMED-CT:419182006,,,,,,,,,,,,,,,,,
165181AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inappropriate sample container used,,Misc,N/A,,,CIEL:165181,,,,,,,,,,,,,,,,,
165179AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Equipment failure,,Misc,N/A,,,CIEL:165179;SNOMED-CT:397933008,,,,,,,,,,,,,,,,,
165180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Blood sample coagulated,Blood specimen insufficient for analysis due to coagulation.,Misc,N/A,,,CIEL:165180,,,,,,,,,,,,,,,,,
165178AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Insufficient sample,Insufficient volume or mass of sample/specimen to evaluate.,Misc,N/A,,,CIEL:165178;SNOMED-CT:281268007,,,,,,,,,,,,,,,,,
165170AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cancelled,The status of an activity that was not performed.,Misc,N/A,,,CIEL:165170;SNOMED-CT:89925002,,,,,,,,,,,,,,,,,
162866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pending,,Misc,N/A,,,CIEL:162866,,,,,,,,,,,,,,,,,
160008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contaminated specimen,General finding of a contaminated specimen.,Misc,N/A,,,CIEL:160008;org.openmrs.module.mdrtb:CONTAMINATED;SNOMED-CT:123840003,,,,ContaminÃÂ©,,,,,,,,,,,,,
165182AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reason for no lab test performed,,Question,Coded,Blood sample coagulated;Contaminated specimen;Equipment failure;Inappropriate sample container used;Insufficient sample;Other non-coded;Specimen not labeled;Supplies not available,,CIEL:165182,,,,,,,,,,,,,,,,,
159968AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,specimen ID,,Misc,Numeric,,,CIEL:159968;org.openmrs.module.mdrtb:TUBERCULOSIS SPECIMEN ID,,,,,,,,,,,,,,,,0,
1648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient referred,Whether a patient was referred to the facility or not. Question on a form answered with a check box.,Question,Boolean,,,CIEL:1648;SNOMED-CT:309018005,referred?,,,Patient rÃÂ©fÃÂ©rÃÂ©,,Pasyan refere,,,,,,,,,,,
166660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine,,Procedure,N/A,,,CIEL:166660,SARS-CoV-2 Booster Vaccine,,,,,,,,,,,,,,,,
97bf47f9-0ba7-4d00-99bd-8939cd586072,,Vaccine dose,Describes if the client is getting a first or second vaccine for COVID,Question,Coded,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine;First;Other non-coded;Second,,OCT:COVIDDose,,,,,,,,,,,,,,,,,
2dbf01ab-77f6-4b35-aa2c-46dfc14b0af0,,Was a Lab Order made,Boolean question if a lab test has been ordered,Question,Boolean,,,OCT:LabOrdered,,,,,,,,,,,,,,,,,
160753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of event,,Question,Date,,,CIEL:160753;SNOMED-CT:439771001,,,,,,,,,,,,,,,,,
1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Not done,General descriptive answer.,Misc,N/A,,,AMPATH:1118;CIEL:1118;PIH:1118;SNOMED-CT:385660001,,No realizada,,Pas fait,,Pat fÃ¨t,,,,,,,,,,,
1267AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Completed,Generic answer to a question.,Finding,N/A,,,AMPATH:1267;CIEL:1267;SNOMED-CT:255594003,,,,TerminÃ©,,Fini,,,,,,,,,,,
161562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Name of where patient was referred to,The name of the facility or provider where the patient was referred TO.,Question,Text,,,CIEL:161562,,,,Nom de l'endroit oÃ¹ le patient a Ã©tÃ© rÃ©fÃ©rÃ©e,,Non kote pasyan te refere,,,,,,,,,,,
166379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sinopharm-Wuhan,,Drug,N/A,,,,,,,,,,,,,,,,,,,,
494117dd-c763-4374-8402-5ed91bd9b8d0,,Services referred for,,Question,Coded,Clinical Services Referred;Other Support Services Referred;Prevention Services Referred;Sexual and Reproductive Services Referred,,,,,,,,,,,,,,,,,,,
05112308-79ba-4e00-802e-a7576733b98e,,Type of recency test,,Question,Coded,HIV viral load;HIV-1 recent infection algorithm result,,,,,,,,,,,,,,,,,,,
290f682e-40b1-4bbc-92d5-b68b8f2bfc82,,County name,,Misc,Text,,,,,,,,,,,,,,,,,,,,
a56d42cf-fe47-4ae4-bf53-effcf0098f2c,,Sub-county name,,Misc,Text,,,,,,,,,,,,,,,,,,,,
5832db34-152d-4ead-a591-c627683c7f05,,Referred for prevention services,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,
ca0b979e-d69a-43d3-bbea-9b24290b021e,,Referred for clinical services,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,
7ea48919-1cfd-46fd-9ea0-8255d596e463,,Referred for sexual and reproductive health services,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,
fbe382b6-6f01-49ff-a6c9-19c1cb50b916,,Referred for other support services,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,
166078AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unnatural death,Death caused by external process.,Misc,N/A,,,CIEL:166078,,,,,,,,,,,,,,,,,
160160AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV resulting in other conditions,,Diagnosis,N/A,,,CIEL:160160;PIH:7144,,,,,,,,,,,,,,,,,
160159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV resulting in infectious or parasitic disease,,Diagnosis,N/A,,,CIEL:160159;PIH:7143,,,,,,,,,,,,,,,,,
159988AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in malignant neoplasm,,Diagnosis,N/A,,,CIEL:159988;IMO-ProblemIT:21876188,,,,,,,,,,,,,,,,,
142917AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Death of unknown cause,,Diagnosis,N/A,,,3BT:10026772;CIEL:142917;ICPC2:A96;IMO-ProblemIT:27137;SNOMED-CT:87309006,,muerte de causa desconocida,,"DÃ©cÃ¨s, cause inconnue",,,,,,,,,,,,,
133481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Natural Death,,Diagnosis,N/A,,,CIEL:133481;IMO-ProblemIT:27170;SNOMED-CT:38605008,,muerte natural,,,,,,,,,,,,,,,
133475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Natural Death with Unknown Cause,,Diagnosis,N/A,,,CIEL:133475;IMO-ProblemIT:27177;SNOMED-CT:9855000,,muerte natural de causa desconocida,,,,,,,,,,,,,,,
066a446a-720a-462b-83f2-d86885127663,,Assay 3 (third HIV test) result,Third HIV rapid diagnostic tests,Procedure,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
986964ab-f71d-4a58-bd04-57dbb1080989,,Assay 2 (second test) result,HIV Assay 2 (second test) result,Procedure,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
52afc863-c026-49d8-9a69-5e807c33f717,,Assay 1 (first test) result,,Procedure,Coded,Indeterminate;Negative;Positive,,,,,,,,,,,,,,,,,,,
1e254484-28bd-453e-81e8-a8035fb734f2,,Assay 3 (third HIV test) done,Third HIV rapid diagnostic tests,Question,Coded,Not done;Yes,,,,,,,,,,,,,,,,,,,
7704e02d-fe35-48b0-99a3-b577971faacb,,Assay 2 (second HIV test) done,Second HIV rapid diagnostic tests,Question,Coded,Not done;Yes,,,,,,,,,,,,,,,,,,,
97d47bf3-469a-47d6-9523-903a2f80e034,,Assay 1 (first HIV test) done,First HIV rapid diagnostic tests done,Question,Coded,Yes,,,,,,,,,,,,,,,,,,,
166453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abbott SD Bioline HIV/Syphilis Duo test kit,,Medical supply,N/A,,,,,,,,,,,,,,,,,,,,
166451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abbott Determine(R) test kit,,Medical supply,N/A,,,,Determine test kit,,,,,,,,,,,,,,,,
166454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Human immunodeficiency virus testing kit type (text),,Question,Text,,,,,,,,,,,,,,,,,,,,
166452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Premier First Response(R) test kit,HIV test kit,Medical supply,N/A,,,,First response test kit,,,,,,,,,,,,,,,,
5749ec67-750c-43aa-ad45-50597f38e156,,Assay 2 (second test) RDT,Second rapid diagnostic tests for HIV serology,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,
04fe3874-f5f3-4621-b0e8-e3d092a32dc0,,Assay 3 (third test) RDT,Third rapid diagnostic tests for HIV serology,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,
359473bd-0d21-4f2c-bcd6-03923633a468,,Assay 1 (first test) RDT,First rapid diagnostic tests for HIV serology,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,
bbcf7028-1b32-48d6-a462-61e42b21677d,,Repeat assay 1 (first test) result,Results after a repeat of the first rapid diagnostic tests for HIV serology after A1 +ve and A2 -ve,Question,Coded,Inconclusive;Inconclusive HIV Result;Negative,,,,,,,,,,,,,,,,,,,
3b105e1e-f99f-46a3-ac47-0815616411d9,,Repeat Assay 1 (first test) RDT,A repeat of the first rapid diagnostic tests for HIV serology after A1 +ve and A2 -ve,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,
d3255752-dcd5-4e23-953a-676079f7fec1,,Repeat A1 Done (Indeterminate A1 &A2),Repeat HIV rapid diagnostic test after an indeterminate A1 and A2 result,Question,Coded,Not done;Yes,,,,,,,,,,,,,,,,,,,
f108522e-de2f-43d9-bdaf-bd95c0ae9bbb,,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,,Code,N/A,,,,,,,,,,,,,,,,,,,,
51f1a1b4-a475-4324-a883-4bf80d572e04,,HIV disease resulting in unspecified malignant neoplasm,,Code,N/A,,,,,,,,,,,,,,,,,,,,
59ca8b95-9964-4050-b0da-993362bf5d12,,HIV disease resulting in other malignant neoplasms,,Code,N/A,,,,,,,,,,,,,,,,,,,,
ba0fc2d6-e1ee-4641-8c12-aef748a31816,,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",,Code,N/A,,,,,,,,,,,,,,,,,,,,
70895972-de2e-4dfb-82f8-d18da020c99f,,HIV disease resulting in other types of non-Hodgkin lymphoma,,Code,N/A,,,,,,,,,,,,,,,,,,,,
d57cecbc-1c6b-42b0-b722-c5e49c19e9ed,,HIV disease resulting in Burkitt lymphoma,,Code,N/A,,,,,,,,,,,,,,,,,,,,
ceca274f-7670-4628-b8d2-8f824c603c95,,HIV disease resulting in Kaposi sarcoma,,Code,N/A,,,,,,,,,,,,,,,,,,,,
373914d6-463b-4e35-aa63-186e8cbe073f,,HIV disease resulting in unspecified infectious or parasitic disease,,Code,N/A,,,,,,,,,,,,,,,,,,,,
c8eb91a1-9021-4d40-a72c-60e7a50990f8,,HIV disease resulting in other infectious and parasitic diseases,,Code,N/A,,,,,,,,,,,,,,,,,,,,
cf9cf6d1-1201-44d7-ac3d-acbcc2911878,,HIV disease resulting in Pneumocystis jirovecii pneumonia,,Code,N/A,,,,,,,,,,,,,,,,,,,,
4abca603-1462-4a0f-a490-fcd797c40041,,HIV disease resulting in other mycoses,,Code,N/A,,,,,,,,,,,,,,,,,,,,
7becaa8c-8028-4fb7-8f5f-a450fc3e3f8b,,history of contact with a person with TB,TB Screening - History of contact with a person with TB,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,
3e69cb60-2943-410f-83d4-b359ae83fefd,,Restart ART therapy,Restart ART therapy after interruption/Stop,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
140707AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Failure to Gain Weight,,Diagnosis,N/A,,,3BT:10035463;CIEL:140707;ICPC2:T10;IMO-ProblemIT:27344;SNOMED-CT:36440009,,imposibilidad de aumentar de peso,,Ne pas prendre du poids,,Pa ka pran pwa,,,,,,,,,,,
b52ffe16-b482-4f61-9bb9-9787320beef5,,Weight Loss (Abnormal weight loss),,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,
69653fcf-37e4-4a61-96d6-58bbd079ad77,,Isoniazide + Rifapentine prophylaxis - One Month (1HP),Isoniazide + Rifapentine prophylaxis for TB,Misc,N/A,,,,,,,,,,,,,,,,,,,,
65889206-ebc7-4aea-afd3-dc3641ba8cad,,Rifampicin Monotherapy prophylaxis - Four Months (4R),Rifampicin Monotherapy prophylaxis for TB,Misc,N/A,,,,,,,,,,,,,,,,,,,,
bbdf46fb-f941-4075-a2ae-985163accce1,,Isoniazid+Rifampicin prophylaxis - (3HR),Isoniazid+Rifampicin prophylaxis for TB,Misc,N/A,,,,,,,,,,,,,,,,,,,,
a27faf7e-8be5-4c8b-84de-be6c0967acc6,,Isoniazid prophylaxis - 9 Months (9H),Isoniazid prophylaxis for TB 9 month regimen,Misc,N/A,,,,,,,,,,,,,,,,,,,,
107f0b45-869c-4ddb-b56b-13994a486523,,Isoniazid prophylaxis - Six Months (6H),Isoniazid prophylaxis for TB -Six Month Regimen,Misc,N/A,,,,,,,,,,,,,,,,,,,,
90c9e554-b959-48e6-90d5-8d595a074c86,,current Tuberculosis Preventive Treatment,Current regimen for TB Preventive Treatment,Question,Coded,Isoniazid prophylaxis - 9 Months (9H);Isoniazid prophylaxis - Six Months (6H);Isoniazid+Rifampicin prophylaxis - (3HR);Isoniazide + Rifapentine prophylaxis - One Month (1HP);Rifampicin Monotherapy prophylaxis - Four Months (4R),,,,,,,,,,,,,,,,,,,
164942AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Bacillary burden as determined by quantitative cycle threshold,Sputum bacillary burden as determined by using quantitative output cycle threshold of PCR testing,Question,Coded,,,,,,,,,,,,,,,,,,,,
164937AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Mycobacterium tuberculosis rifampin resistance detection status,,Question,Coded,,,,,,,,,,,,,,,,,,,,
162202AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tuberculosis polymerase chain reaction with rifampin resistance checking,,Test,Coded,,,,Xpert MTB/RIF,,,,,,,,,,,,,,,,
159961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis smear microscopy method,,Question,Coded,,,,,,,,,,,,,,,,,,,,
152526AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abnormal Chest X-Ray,,Diagnosis,N/A,,,CIEL:152526;IMO-ProblemIT:529961;SNOMED-CT:168734001,,radiografÃ­a estÃ¡ndar de tÃ³rax anormal,,,,,,,,,,,,,,,
124068AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tuberculosis contact,"DEF: Close contacts are people who share the same breathing space for prolonged periods, typically household residents, but often includes people at work, school, and places of recreation. The precise duration and degree of contact that constitutes risk varies because TB patients vary greatly in infectiousness. REF: Merck Manual",Diagnosis,Coded,,,,TB_contact,contacto de tuberculosis,,Cas de contact avec et d'exposition Ã  la tuberculose,,Kontac pou tibekiloz,,,,,,,,,,,
16ba5f4b-5430-44c8-91e4-c4c66b072f29,,Tuberculosis screening questions - Peads,"Tuberculosis, review of screening questions for peads",Question,Coded,cough lasting more than 2 weeks;Failure to Gain Weight;Fever lasting more than three weeks;Tuberculosis contact,,,,,,,,,,,,,,,,,,,
6052AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cavitary lesion,Descriptive interpretation of chest radiograph.,Finding,N/A,,,,,,,LÃ©sion cavitaire,,,,,,,,,,,,,
6049AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infiltrate,"General descriptive term.. when a liquid permeates a tissue by passing through its interstices or pores (ie, pulmonary infiltrate).",Finding,N/A,,,,,,,Infiltrat,,,,,,,,,,,,,
6050AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Diffuse non-miliary changes,"Descriptive finding on chest xray interpretation.  Interpretive findings are diffuse throughout lung fields, but don't have a specific miliary appearance.",Finding,N/A,,,,,,,Changements diffus non-miliaires,,,,,,,,,,,,,
1137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Miliary changes,"Descriptive term, classically described as having the appearance of millet seeds.  Diffuse, granular lesions throughout lung fields often seen with tuberculosis.",Finding,N/A,,,,,,,Changements miliaires,,,,,,,,,,,,,
307AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sputum for acid fast bacilli,"Ziehl Nielsen stain for tuberculosis, performed on a deep sputum sample from the respiratory tract.",Test,Coded,,,,,,,Crachat BAAR,,Krache pou Tibekiloz,,,,,,,,,,,
e5426b1c-4db5-4de2-9f87-5eba0891cbe5,,Child 3rd line ARV regimen,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
406b1323-9cc3-4710-8c1f-5c18392f67d9,,Adult 3rd line ARV regimen,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
8d16da90-a29e-4375-97e8-a47fe1e259e8,,Thermal ablation (Cryotherapy or Thermal ablation),,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
efa3d52d-68ae-486d-a9b1-608a289735a1,,Loop Electro Excision  Procedure (LEEP),Loop Electro Excision  Procedure (LEEP) for cervical CIN,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
9580690a-0e84-451a-ada9-c4478d999dc2,,Human Papillomavirus DNA test (HPV DNA),,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
46184e00-3417-4b88-9ef5-9990a0979b1a,,Visual Inspection of the Cervix with Lugolâs Iodine (VILI),Visual Inspection of the Cervix with Lugolâs Iodine (VILI),Procedure,N/A,,,,,,,,,,,,,,,,,,,,
8304ffef-ac7b-425c-af3b-6ddc4d052ca8,,Visual Inspection of the Cervix with Acetic Acid (VIA),Visual Inspection of the Cervix with Acetic Acid (VIA),Procedure,N/A,,,,,,,,,,,,,,,,,,,,
160705AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Colposcopy,"A diagnostic procedure to illuminate and visualize cervix and the tissue of vagina and vulva, useful for diagnosing cervical cancer",Procedure,Coded,Abnormal;Normal;Not done,,CIEL:160705;IMO-ProcedureIT:1241;SNOMED-CT:392003006,,,,Colposcopie,,,,,,,,,,,,,
885AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Papanicolaou smear,"A test for cancer, especially of the female genital tract, in which a smear of exfoliated cells is specially stained and examined under a microscope for pathological changes. Also called Pap test.",Test,Coded,Abnormal;Normal;Not done,,AMPATH:41;AMPATH:885;CIEL:885;IMO-ProcedureIT:1064218;SNOMED-CT:90226004,,,,Frottis Papanicolaou,,Papanicolaou tÃ¨s,,,,,,,,,,,
7ddb52f4-d817-4365-b46d-1dacdbda5c44,,Gynaecological cytology (pap smear),Gynaecological cytology (pap smear),Test,Numeric,,,,,,,,,,,,,,,,,,,1,
164493AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Some,,Misc,N/A,,,,,,,,,,,,,,,,,,,,
159008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,suspected cervical cancer,,Diagnosis,N/A,,,CIEL:159008;IMO-ProblemIT:710697;SNOMED-CT:315266007,,,,,,,,,,,,,,,,,
588AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Clubbing,Clubbing at distal end of fingers.,Finding,N/A,,,AMPATH:588;CIEL:588;IMO-ProblemIT:30112267;SNOMED-CT:367004,,,,,,,,,,,,,,,,,
163310AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV viral load status,Caption: Has an HIV viral load test been done?,Question,Coded,Completed;Not done;Unknown,,CIEL:163310,,,,Statut charge virale VIH,,Estati chay viral VIH,,,,,,,,,,,
076f6417-7e18-44ea-a1aa-382a792fabd1,,VL <1000 copies/ml (RITA longterm),,Procedure,N/A,,,,,,,,,,,,,,,,,,,,
a0d39eef-490f-47c0-8921-97fc810d9929,,VL >=1000 copies/ml (RITA Recent),,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,
04c32f8c-7070-4cad-976b-1a6bb45fa85b,,VL recency test result,,Question,Coded,VL <1000 copies/ml (RITA longterm);VL >=1000 copies/ml (RITA Recent),,,,,,,,,,,,,,,,,,,
156673AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in mycobacterial infection,,Diagnosis,N/A,,,3BT:10121433;CIEL:156673;ICD-10-WHO:B20.0;ICPC2:B90;IMO-ProblemIT:30122568;SNOMED-CT:186717007,,,,l'infection Ã  VIH entraÃ®nant une infection mycobactÃ©rienne,,maladi VIH ki kapab lakÃ²z yon enfeksyon mikobakteryÃ¨n,,,,,,,,,,,
ef973f1f-557f-4620-acf5-9c4c18bf1eda,,Causes of Death,These are HIV specific causes of death,Question,Coded,Death of unknown cause;HIV disease resulting in mycobacterial infection;HIV resulting in infectious or parasitic disease;HIV resulting in other conditions;Natural Death with Unknown Cause;Unnatural death,,,,,,,,,,,,,,,,,,,
156671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in multiple infections,,Diagnosis,N/A,,,CIEL:156671;ICD-10-WHO:B20.7;IMO-ProblemIT:30122567;SNOMED-CT:186721000,,,,Maladie Ã  VIH causant des infections multiples,,Maladi VIH ki kapab lakÃ²z yon enfeksyon miltip,,,,,,,,,,,
156669AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in cytomegaloviral disease,,Diagnosis,N/A,,,3BT:10023841;CIEL:156669;ICD-10-WHO:B20.2;ICPC2:B90;IMO-ProblemIT:30122565;SNOMED-CT:186718002,,,,,,,,,,,,,,,,,
156667AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in Burkitt's lymphoma,,Diagnosis,N/A,,,3BT:10015825;CIEL:156667;ICD-10-WHO:B21.1;ICPC2:B90;IMO-ProblemIT:30122570;SNOMED-CT:186723002,,,,,,,,,,,,,,,,,
156672AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in multiple malignant neoplasms,,Diagnosis,N/A,,,3BT:10057480;CIEL:156672;ICD-10-WHO:B21.7;ICPC2:B90;IMO-ProblemIT:30122566;SNOMED-CT:186725009,,,,,,,,,,,,,,,,,
156670AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in lymphoid interstitial pneumonitis,,Diagnosis,N/A,,,3BT:10118182;CIEL:156670;ICD-10-WHO:B22.1;ICPC2:B90;IMO-ProblemIT:30122569;SNOMED-CT:186726005,,,,,,,,,,,,,,,,,
